id,CZE,ENG,FIN,FRE,GER,ITA,POL,POR,RUS,SPA,SWE,SCR,NOR,DUT,LAV
C0429865,analýza hlavních komponent,Principal Component Analysis,Pääkomponenttianalyysi,Analyse en composantes principales,Hauptkomponentenanalyse,Analisi per componenti principali,Analiza głównych składowych,Análise de Componente Principal,МАТЕМАТИЧЕСКИЙ АНАЛИЗ ОСНОВНЫХ КОМПОНЕНТОВ,Análisis de Componente Principal,Principiell komponentanalys,,Hovedkomponentanalyse,"Analyse, principal component",
C0034694,potkani Brattleboro,"Rats, Brattleboro",Brattleboro-rotat,Rat Brattleboro,"Ratten, Brattleboro-",Ratti Brattleboro,Szczury Brattleboro,Ratos Brattleboro,КРЫСЫ ЛИНИИ BRATTLEBORO,Ratas Brattleboro,"Råttor, Brattleboro",,Brattleboro-rotter,"Rat, Brattleboro-",
C2936803,inhibitory 14-alfa-demethylasy,14-alpha Demethylase Inhibitors,,Inhibiteurs de la 14-alpha déméthylase,14-alpha-Demethylase-Inhibitoren,Inibitori della 14-alfa demetilasi,Inhibitory 14-alfa demetylazy,Inibidores de 14-alfa Desmetilase,14-АЛЬФА-ДЕМЕТИЛАЗЫ ИНГИБИТОРЫ,Inhibidores de 14 alfa Desmetilasa,14-alfa-demetylashämmare,,14-alfa-demetylasehemmere,,
C0077730,polypeptid-N-acetylgalaktosaminyltransferasa,Polypeptide N-acetylgalactosaminyltransferase,,Polypeptide N-acetylgalactosaminyltransferase,,,Transferazy polipeptydowe N-acetylogalaktozoaminy,Polipeptídeo N-Acetilgalactosaminiltransferase,ПОЛИПЕПТИД N-АЦЕТИЛГАЛАКТОЗАМИНИЛТРАНСФЕРАЗА,Polipéptido N-Acetilgalactosaminiltransferasa,,,,,
C0020196,kyselina hyaluronová,Hyaluronic Acid,Hyaluronihappo,Acide hyaluronique,Hyaluronsäure,Acido ialuronico,Kwas hialuronowy,Ácido Hialurônico,ГИАЛУРОНОВАЯ КИСЛОТА,Ácido Hialurónico,Hyaluronsyra,,Hyaluronsyre,,
C0054953,antigeny CD34,"Antigens, CD34",CD34-antigeenit,Antigènes CD34,"Antigene, CD34-",Antigeni CD34,Antygeny CD34,Antígenos CD34,АНТИГЕНЫ CD34,Antígenos CD34,CD34-antigener,"ANTIGENI, CD34",CD34-antigener,,
C0314969,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,BDELLOVIBRIO BACTERIOVORUS,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,,Bdellovibrio bacteriovorus,,
C0017288,genová přestavba - alfa řetězec receptoru antigenů T-buněk,"Gene Rearrangement, alpha-Chain T-Cell Antigen Receptor",T-solun alfaketjuantigeenireseptorigeenin uudelleenjärjestymä,Réarrangement des gènes de la chaine alpha du récepteur pour l'antigène des cellules T,"Gen-Rearrangement, Alpha-Ketten-T-Zell-Antigenrezeptor-",Riarrangiamento genico della catena alpha del recettore antigenico delle cellule T,Rearanżacja genu receptora antygenu komórki T w łańcuchu alfa,Rearranjo Gênico da Cadeia alfa dos Receptores de Antígenos dos Linfócitos T,"ГЕНА ПЕРЕРАСПРЕДЕЛЕНИЕ, T-КЛЕТОЧНЫЙ РЕЦЕПТОР АНТИГЕНА, АЛЬФА-ЦЕПЬ",Reordenamiento Génico de la Cadena alfa de los Receptores de Antígenos de los Linfocitos T,"Omfördelning av gener, alfakedjan, T-cellsantigenreceptorer",,,"Genherschikking, alfa-keten-T-cel-antigenreceptor-",
C3893297,RNA granula v cytoplazmě,Cytoplasmic Ribonucleoprotein Granules,,Granules ribonucléoprotéiques cytoplasmiques,Zytoplasmatische Ribonukleoprotein-Granula,,Granule rybonukleoproteinowe cytoplazmatyczne,Grânulos de Ribonucleoproteínas Citoplasmáticas,ЦИТОПЛАЗМАТИЧЕСКИЕ РИБОНУКЛЕОПРОТЕИНОВЫЕ ГРАНУЛЫ,Gránulos de Ribonucleoproteínas Citoplasmáticas,,,,,
C0033665,proteinové prekurzory,Protein Precursors,Proteiinien esiasteet,Précurseurs de protéines,Proteinvorstufen,Precursori delle proteine,Prekursory białek,Precursores de Proteínas,БЕЛКОВ ПРЕДШЕСТВЕННИКИ,Precursores de Proteínas,Proteinprekursorer,"PROTEINI, PRETHODNICI",Not Translated[Protein Precursors],,
C0003618,chuť k jídlu,Appetite,Ruokahalu,Appétit,Appetit,Appetito,Łaknienie,Apetite,АППЕТИТ,Apetito,Aptit,APETIT,Appetitt,Eetlust,
C0037888,sférocyty,Spherocytes,Pallopunasolut,Sphérocytes,Sphärozyten,Sferociti,Sferocyty,Esferócitos,СФЕРОЦИТЫ,Esferocitos,Sfärocyter,,Sfærocytter,Sferocyt,Sferocīti
C0008029,cherubismus,Cherubism,Kerubismi,Chérubinisme,Cherubismus,Cherubismo,Cherubizm,Querubismo,ХЕРУВИЗМ,Querubismo,Kerubism,,Kjerubisme,Cherubisme,
C0524894,expanze trinukleotidových repetic,Trinucleotide Repeat Expansion,Trinukleotidin toistoekspansio,Expansion de trinucléotide répété,Trinukleotid-Repeat-Expansion,Espansione delle ripetizioni trinucleotidiche,Ekspansja powtórzeń trójnukleotydowych,Expansão das Repetições de Trinucleotídeos,ТРИНУКЛЕОТИДНОГО ПОВТОРА ЭКСПАНСИЯ,Expansión de Repetición de Trinucleótido,Expanderande trinukleotidupprepningar,,,"Expansion, trinucleotide-repeat-",
C0084697,synaptotagminy,Synaptotagmins,Synaptostagmiinit,Synaptotagmines,Synaptotagmine,Sinaptotagmine,Synaptotagminy,Sinaptotagminas,СИНАПТОТАГМИНЫ,Sinaptotagminas,Synaptotagminer,,,,
C0010037,edém rohovky,Corneal Edema,Sarveiskalvon turvotus,Oedème cornéen,Korneaödem,Edema corneale,Obrzęk rogówki,Edema da Córnea,РОГОВИЦЫ ОТЕК,Edema Corneal,Hornhinneödem,,Korneaødem,"Oedeem, cornea-",
C0079765,,,,,,,,,,,,,,"Lymfoom, lymfocytair, nodulair, slecht gedifferentieerd",
C0553757,poruchy čichu,Olfaction Disorders,Hajuaistin häiriöt,Troubles de l'olfaction,Riechstörungen,Disturbi dell'odorato,Zaburzenia węchu,Transtornos do Olfato,ОБОНЯНИЯ РАССТРОЙСТВА,Trastornos del Olfato,Luktstörningar,,Luktesansforstyrrelser,Reukstoornis,
C0013210,stabilita léku,Drug Stability,Lääkkeen säilyvyys,Stabilité de médicament,Arzneimittelstabilität,Stabilità farmacologica,Trwałość leku,Estabilidade de Medicamentos,ЛЕКАРСТВ ХИМИЧЕСКАЯ СТАБИЛЬНОСТЬ,Estabilidad de Medicamentos,Läkemedelsstabilitet,"LIJEKOVI, STABILNOST",Legemiddelstabilitet,"Stabiliteit, geneesmiddelen-",
C0021641,inzulin,Insulin,Insuliini,Insuline,Insulin,Insulina,Insulina,Insulina,ИНСУЛИН,Insulina,Insulin,INZULIN,Insulin,,
C0022713,kininogeny,Kininogens,Kinonogeenit,Kininogènes,Kininogene,Chininogeni,Kininogeny,Cininogênios,КИНИНОГЕНЫ,Quininógenos,Kininogener,,,,
C0206536,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,MORBILLIVIRUS,Morbillivirus,Morbillivirus,Morbillivirus,Morbillivirus,"Virus, Morbili-",
C0025828,methylthioinosin,Methylthioinosine,Metyylitioinosiini,6-Méthylsulfanyl-9-bêta-D-ribofuranosyl-purine,Methylthioinosin,Metiltioinosina,Metylotioinozyna,Metiltioinosina,МЕТИЛТИОИНОЗИН,Metiltioinosina,Metyltioinosin,,,,
C0073898,S-nitrosoglutathion,S-Nitrosoglutathione,S-nitrosoglutationi,S-Nitroso-glutathion,S-Nitrosoglutathion,S-nitrosoglutatione,S-nitrozoglutation,S-Nitrosoglutationa,S-НИТРОЗОГЛУТАТИОН,S-Nitrosoglutatión,S-nitrosoglutation,,,,
C0376304,,,,,,,,,,,,,,Tandpulpagangreen,
C0524967,archeální proteiny,Archaeal Proteins,Arkaaiset proteiinit,Protéines d'archée,Archaea-Proteine,Proteine degli Archea,Białka archaealne,Proteínas Arqueais,БЕЛКИ АРХЕОБАКТЕРИЙ,Proteínas Arqueales,Arkeproteiner,,Not Translated[Archaeal Proteins],,
C0069522,onkogenní proteiny v-rel,Oncogene Proteins v-rel,Onkogeeniproteiinit v-rel,Protéines oncogènes v-rel,Onkogen-Proteine v-rel,Proteine oncogene v-rel,Białka onkogenne v-rel,Proteínas Oncogênicas v-rel,ОНКОГЕНА БЕЛКИ V-REL,Proteínas Oncogénicas v-rel,Onkogenproteiner v-rel,,,,
C0022865,komplikace porodu,Obstetric Labor Complications,Synnytyskomplikaatiot,Complications du travail obstétrical,Geburtskomplikationen,Complicanze del parto,Powikłania porodu,Complicações do Trabalho de Parto,РОДОВ ОСЛОЖНЕНИЯ,Complicaciones del Trabajo de Parto,Förlossningskomplikationer,"POROĐAJ, KOMPLIKACIJE",Forløsningskomplikasjoner,"Complicatie, bevalling-",
C0563541,torze mechanická,"Torsion, Mechanical",Mekaaninen kiertyminen,Torsion mécanique,"Torsion, mechanische",Torsione meccanica,Skręt mechaniczny,Torção Mecânica,СКРУЧИВАНИЕ МЕХАНИЧЕСКОЕ,Torsión Mecánica,Mekanisk vridning,,Mekanisk torsjon,,
C1046068,Pterocarpus,Pterocarpus,Pterocarpus,Pterocarpus,Pterocarpus,Pterocarpus,Pterocarpus,Pterocarpus,ПТЕРОКАРПУС,Pterocarpus,Pterocarpus,,Pterocarpus,Pterocarpus,
C0339527,Leberova kongenitální amauróza,Leber Congenital Amaurosis,,Amaurose congénitale de Leber,Lebersche kongenitale Amaurose,Amaurosi congenita di Leber,Ślepota Lebera wrodzona,Amaurose Congênita de Leber,ЛЕБЕРА ВРОЖДЕННАЯ СЛЕПОТА,Amaurosis Congénita de Leber,Lebers medfödda amauros,,Lebers medfødte amaurose,,
C0037871,spermidin,Spermidine,Spermidiini,Spermidine,Spermidin,Spermidina,Spermidyna,Espermidina,СПЕРМИДИН,Espermidina,Spermidin,,,,
C0206464,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,Gammaretrovirus,ГАММАРЕТРОВИРУС,Gammaretrovirus,Gammaretrovirus,,Gammaretrovirus,"Virus, gammaretro-",
C1510611,zakotvená teorie,Grounded Theory,,Théorie ancrée,Grounded Theory,Grounded Theory,Teoria ugruntowana,Teoria Fundamentada,ОБОСНОВАННАЯ ТЕОРИЯ,Teoría Fundamentada,Grundad teori,,Forankret teori,,
C0085461,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,Acetobacteraceae,ACETOBACTERACEAE,Acetobacteraceae,Acetobacteraceae,,Acetobacteraceae,Acetobacteraceae,
C0751072,frontotemporální lobární degenerace,Frontotemporal Lobar Degeneration,,Dégénérescence lobaire frontotemporale,Frontotemporale lobäre Degeneration,Degenerazione lobare frontotemporale,Zwyrodnienie czołowo-skroniowe,Degeneração Lobar Frontotemporal,ЛОБНО-ВИСОЧНАЯ ЛОБАРНАЯ ДЕГЕНЕРАЦИЯ,Degeneración Lobar Frontotemporal,Frontotemporal lobär degeneration,Not Translated[Frontotemporal Lobar Degeneration],Frontotemporal lobar degenerasjon,Degeneratie van de frontotemporale kwab(ben),
C0193062,proktektomie,Proctectomy,,Proctectomie,Proktektomie,Proctectomia,Proktektomia,Protectomia,ПРОКТЭКТОМИЯ,Proctectomía,Proktektomi,,Proktektomi,,
C0040679,transferin,Transferrin,Transferriini,Transferrine,Transferrin,Transferrina,Transferyna,Transferrina,ТРАНСФЕРРИН,Transferrina,Transferrin,TRANSFERIN,,,
C0025033,mechlorethamin,Mechlorethamine,Mekloretamiini,Chlorméthine,Mechlorethamin,Mecloretamina,Chlormetyna,Mecloretamina,МЕХЛОРЭТАМИН,Mecloretamina,Mekloretamin,MEKLORETAMIN,,,
C0039410,léčivé čaje,"Teas, Medicinal",,Tisanes médicinales,"Tee, Heilkräuter-",Tisane (Medicina tradizionale),Herbaty lecznicze,Chás Medicinais,ЧАЙ ЛЕЧЕБНЫЙ,Tés Medicinales,Medicinska teer,,"Te, medisinsk bruk","Thee, geneeskrachtige",
C0078944,pacientem kontrolovaná analgezie,"Analgesia, Patient-Controlled",Potilaan säätelemä kivunlievitys,Analgésie autocontrôlée,"Analgesie, patientengesteuerte",Analgesia controllata dal paziente,Znieczulenie kontrolowane przez pacjenta,Analgesia Controlada pelo Paciente,"АНАЛГЕЗИЯ, КОНТРОЛИРУЕМАЯ БОЛЬНЫМ",Analgesia Controlada por el Paciente,"Smärtlindring, patientstyrd",,Pasientstyrt analgesi,"Analgesie, patiëntgecontroleerde",
C0338489,,,,,,,,,,,,,,Status migrainosus,
C2718006,klaudiny,Claudins,,Claudines,Claudine,Claudine,Klaudyny,Claudinas,КЛАУДИНЫ,Claudinas,Claudiner,,,,
C0082920,HLA-G antigeny,HLA-G Antigens,,Antigènes HLA-G,HLA-G-Antigene,Antigeni HLA-G,Antygeny HLA G,Antígenos HLA-G,HLA-G АНТИГЕНЫ,Antígenos HLA-G,HLA-G-antigener,,HLA-G-antigener,,
C4277676,proteiny tukových kapének,Lipid Droplet Associated Proteins,,Protéines associées aux gouttelettes lipidiques,Lipidtropfen-assoziierte Proteine,Proteine PLIN,Białka kropli lipidowych,Proteínas Associadas a Gotículas Lipídicas,ЛИПИДНЫЕ КАПЛИ-АССОЦИИРОВАННЫЕ БЕЛКИ,Proteínas Asociadas a Gotas Lipídicas,Not Translated[Lipid Droplet Associated Proteins],,Not Translated[Lipid Droplet Associated Proteins],,
C0162748,rozmarýn,Rosmarinus,Rosmariini,Rosmarinus,Rosmarinus,Rosmarinus,Rozmaryn,Rosmarinus,РОЗМАРИН,Rosmarinus,Rosmarinsläktet,,Rosmarinus,Rozemarijn,
C0600677,souborné katalogy,Union List,Kirjastojen yhteisomistusluettelot,Catalogues collectifs de bibliothèques,Bibliotheks-Verbundkatalog [Dokumenttyp],Cataloghi collettivi,Wykazy zrzeszeń-typ publikacji,Catálogo Coletivo,СПИСОК СВОДНОГО КАТАЛОГА,Catálogo Colectivo,Samkataloger [Publikationstyp],,Samkataloger,,
C0025121,lékařství arabské,"Medicine, Arabic",Arabialainen lääketiede,Médecine arabe,"Medizin, arabische",Medicina araba,Medycyna arabska,Medicina Arábica,МЕДИЦИНА АРАБСКАЯ,Medicina Arábiga,Arabisk medicin,"MEDICINA, ARAPSKA",Arabisk medisin,"Geneeskunde, Arabische",
C2936244,látky regulující metabolismus lipidů,Lipid Regulating Agents,,Agents régulateurs du métabolisme des lipides,Lipidsenkende Wirkstoffe,Regolatori del metabolismo lipidico,Środki regulujące stężenie lipidów,Reguladores do Metabolismo de Lipídeos,ЛИПИД-РЕГУЛИРУЮЩИЕ АГЕНТЫ,Reguladores del Metabolismo de Lípidos,Lipidreglerande medel,Not Translated[Lipid Regulating Agents],Lipidregulerende midler,,
C0162755,serotoninové receptory 5-HT2 - agonisté,Serotonin 5-HT2 Receptor Agonists,,Agonistes des récepteurs 5-HT2 de la sérotonine,Serotonin-5-HT2-Rezeptoragonisten,Agonisti della serotonina 5-HT2,Agoniści receptora serotoninowego 5-HT2,Agonistas do Receptor 5-HT2 de Serotonina,СЕРОТОНИНА 5-HT2 РЕЦЕПТОРОВ АГОНИСТЫ,Agonistas del Receptor de Serotonina 5-HT2,5-HT2-serotoninreceptorstimulerare,,Serotonin 5-HT2-reseptoragonister,,
C0224440,čtyřhlavý sval stehenní,Quadriceps Muscle,Nelipäinen reisilihas,Muscle quadriceps fémoral,Musculus quadriceps femoris,Muscolo quadricipide,Mięsień czworogłowy,Músculo Quadríceps,ЧЕТЫРЕХГЛАВАЯ МЫШЦА,Músculo Cuádriceps,Lårmuskel,,Musculus quadriceps femoris,,
C0037118,silikotuberkulóza,Silicotuberculosis,Silikotuberkuloosi,Silicotuberculose,Silikotuberkulose,Silicotubercolosi,Krzemicogruźlica płuc,Silicotuberculose,СИЛИКОТУБЕРКУЛЕЗ,Silicotuberculosis,Silikotuberkulos,,Silikotuberkulose,"Tuberculose, silico-",
C0012338,dihydroxytryptaminy,Dihydroxytryptamines,Dihydroksitryptamiinit,Dihydroxytryptamines,Dihydroxytryptamine,Diidrossitriptamine,Dihydroksytryptaminy,Di-Hidroxitriptaminas,ДИГИДРОКСИТРИПТАМИНЫ,Dihidroxitriptaminas,Dihydroxitryptaminer,,,,
C0996551,Selaginellaceae,Selaginellaceae,Selaginellaceae,Selaginellaceae,Selaginellaceae,Selaginellaceae,Widliczkowate,Selaginellaceae,ПОЛУШНИКОВЫЕ,Selaginellaceae,Selaginellaceae,,Selaginellaceae,Selaginellaceae,
C1448477,řízená tkáňová regenerace parodontu,"Guided Tissue Regeneration, Periodontal",Pardontaalinen ohjattu kudosregeneraatio,Régénération tissulaire guidée parodontale,Gesteuerte Gewebsregeneration,Rigenerazione tessutale guidata in parodontologia,Regeneracja tkanek okołozębowych sterowana,Regeneração Tecidual Guiada Periodontal,РЕГЕНЕРАЦИЯ ПЕРИОДОНТАЛЬНОЙ ТКАНИ НАПРАВЛЕННАЯ,Regeneración Tisular Guiada Periodontal,Parodontal styrd vävnadsläkning,,Styrt periodontal vevsregenerasjon,"Regeneration, periodontale guided tissue",
C0031534,filozofie,Philosophy,Filosofia,Philosophie,Philosophie,Filosofia,Filozofia,Filosofia,ФИЛОСОФИЯ,Filosofía,Filosofi,FILOZOFIJA,Filosofi,Filosofie,
C0013935,,,,,,,,,,,,,,Embryo,
C0030173,Vater-Paciniho tělíska,Pacinian Corpuscles,Pacinin kappaleet,Corpuscules de Pacini,Vater-Pacini-Körperchen,Corpuscoli di Pacini,Ciałka Paciniego,Corpúsculos de Pacini,ПАЧИНИ ТЕЛЬЦА,Corpúsculos de Pacini,Pacinis kroppar,,Corpuscula lamellosa,"Vater-Pacini, lichaampjes van",
C0014007,,,,,,,,,,,,,,Beëindiging van de arbeidsovereenkomst,
C0079933,onkogenní proteiny v-abl,Oncogene Proteins v-abl,Onkogeeniproteiinit v-abl,Protéines oncogènes v-abl,Onkogen-Proteine v-abl,Proteina oncogena v-abl,Białka onkogenne v-abl,Proteínas Oncogênicas v-abl,ОНКОГЕНА БЕЛКИ V-ABL,Proteínas Oncogénicas v-abl,Onkogenproteiner v-abl,,,,
C3494339,napětově řízený sodíkový kanál typ 11,NAV1.9 Voltage-Gated Sodium Channel,,Canal sodique voltage-dépendant NAV1.9,NAV1.9 spannungsabhängiger Natriumkanal,Canale del sodio voltaggio-dipendente NAV1.9,Kanał sodowy bramkowany napięciem NAV1.9,Canal de Sódio Disparado por Voltagem NAV1.9,NAV1.9 ПОТЕНЦИАЛ-УПРАВЛЯЕМЫЙ НАТРИЕВЫЙ КАНАЛ,Canal de Sodio Activado por Voltaje NAV1.9,NAV1.9 spänningsstyrd natriumkanal,,,,
C0950105,Betaretrovirus,Betaretrovirus,Beetaretrovirus,Betaretrovirus,Beta-Retrovirus,Betaretrovirus,Betaretrovirus,Betaretrovirus,БЕТАРЕТРОВИРУС,Betaretrovirus,Betaretrovirus,,Betaretrovirus,"Virus, betaretro-",
C4042900,morcelace,Morcellation,,Morcellation,Morcellation,Morcellazione,Morcelacja,Morcelação,МОРЦЕЛЛЯЦИЯ,Morcelación,Morcellering,,Morcellasjon,,
C0085122,pracovní zátěž,Workload,Työkuormitus,Charge de travail,Arbeitsbelastung,Carico di lavoro,Obciążenie pracą,Carga de Trabalho,РАБОЧАЯ НАГРУЗКА,Carga de Trabajo,Arbetsbelastning,RADNO OPTEREĆENJE,Arbeidsmengde,Werkbelasting,
C0040145,tyreoidektomie,Thyroidectomy,Tyreoidektomia,Thyroïdectomie,Thyreoidektomie,Tiroidectomia,Tyroidektomia,Tireoidectomia,ТИРЕОИДЭКТОМИЯ,Tiroidectomía,Tyreoidektomi,TIREOIDEKTOMIJA,Tyreoidektomi,Thyroïdectomie,
C0019521,škytavka,Hiccup,Nikotus,Hoquet,Singultus,Singhiozzo,Czkawka,Soluço,ИКОТА,Hipo,Hicka,,Hikke,Hikken,
C0014051,viry encefalitidy,Encephalitis Viruses,Aivotulehdusvirukset,Virus de l'encéphalite,Enzephalitisviren,Virus dell'encefalite,Wirusy zapalenia mózgu,Vírus da Encefalite,ЭНЦЕФАЛИТА ВИРУСЫ,Virus de la Encefalitis,Encefalitvirus,,Encefalittvirus,"Virus, Encefalitis-",
C0014366,enteropeptidasa,Enteropeptidase,Enteropeptidaasi,Enteropeptidase,Enteropeptidase,Enteropeptidasi,Enteropeptydaza,Enteropeptidase,ЭНТЕРОПЕПТИДАЗА,Enteropeptidasa,Enteropeptidas,,,,
C0027318,20-alfa-hydroxysteroiddehydrogenasa,20-alpha-Hydroxysteroid Dehydrogenase,20-alfa-hydroksisteroididehydrogenaasi,20-alpha-Hydroxysteroid dehydrogenase,20-Alpha-Hydroxysteroid-Dehydrogenase,20-alfa-idrossisteroide deidrogenasi,Dehydrogenaza 20-alfa-hydroksysteroidowa,20-alfa-Hidroxiesteroide Desidrogenase,20-АЛЬФА-ГИДРОКСИСТЕРОИД-ДЕГИДРОГЕНАЗА,20-alfa-Hidroxiesteroide Deshidrogenasa,20-alfa-hydroxisteroiddehydrogenas,,,,
C0021210,indican,Indican,Indikaani,Indican,Indican,Indican,Indykan,Indicã,ИНДИКАН,Indicán,Indikan,,,,
C0027752,nervový růstový faktor,Nerve Growth Factor,Hermokasvutekijä,Facteur de croissance nerveuse,Nervenwachstumsfaktor,Fattore di crescita neuronale,Czynnik wzrostu nerwów,Fator de Crescimento Neural,НЕРВА РОСТА ФАКТОР,Factor de Crecimiento Nervioso,Nervtillväxtfaktor,"ŽIVČANE STANICE, FAKTOR RASTA",,,
C0242667,reprodukční zdraví,Reproductive Health,,Santé reproductive,Reproduktive Gesundheit,Salute riproduttiva,Zdrowie reprodukcyjne,Saúde Reprodutiva,РЕПРОДУКТИВНОЕ ЗДОРОВЬЕ,Salud Reproductiva,Fortplantningshälsa,,Reproduksjonshelse,,
C2936403,"poruchy sexuálního vývoje s karyotypem 46, XX","46, XX Disorders of Sex Development",,"Troubles du développement sexuel de sujets 46, XX","46, XX-Störungen der Geschlechtsentwicklung","Anomalie dello sviluppo sessuale 46, XX",Zaburzenia rozwoju płci z kariotypem 46 XX,"Transtornos 46, XX do Desenvolvimento Sexual","46, XX НАРУШЕНИЯ ПОЛОВОГО РАЗВИТИЯ","Trastornos del Desarrollo Sexual 46, XX","46,XX-rubningar i könsutvecklingen",,"Forstyrrelser i kjønnsutviklingen, karyotype 46,XX",,
C0333014,ledvinový kámen typu staghorn,Staghorn Calculi,,Calculs coralliformes,Nierenbeckenausgusssteine,Calcoli a stampo,Kamica odlewowa,Cálculos Coraliformes,КОРАЛЛОВИДНЫЕ КАМНИ,Cálculos Coraliformes,Staghornsstenar,,Korallsteiner,,
C1956033,interakční proteinové domény a motivy,Protein Interaction Domains and Motifs,Proteiinin välitysdomeenit ja -motiivit,Motifs et domaines d'intéraction protéique,Protein-Interaktionsdomänen und -motive,Motivi e domini di interazione proteica,Domeny i motywy interakcji białkowych,Domínios e Motivos de Interação entre Proteínas,БЕЛКОВ ВЗАИМОДЕЙСТВИЯ ДОМЕНЫ И МОТИВЫ,Dominios y Motivos de Interacción de Proteínas,Proteininteraktionsdomäner och motiv,Not Translated[Protein Interaction Domains and Motifs],Not Translated[Protein Interaction Domains and Motifs],,
